,Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
11599,Holden,2012.0,Barina,Sedan,2012 Holden Barina CD,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.6 L / 100 km,86009,Blue / Grey,"West Footscray, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,11499
11600,Toyota,2020.0,Corolla,Hatchback,2020 Toyota Corolla Ascent Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6 L / 100 km,56944,Silver / -,"Morningside, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,32090
11601,Toyota,2023.0,Hilux,NEW Available to order,2023 Toyota Hilux Workmate (4X4),NEW,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8 L / 100 km,- / -,5 years / Unlimited km,,4 cyl,Ute / Tray, 4 Doors, 5 Seats,47925
11602,Audi,2017.0,Q2,Westside Auto Wholesale,2017 Audi Q2 2.0 TDI Quattro Sport,USED,Automatic,-,AWD,Diesel,-,22423,Grey / -,"Bentley, WA",-,Wagon,,,34969
11603,Fiat,2013.0,Freemont,SUV,2013 Fiat Freemont Lounge,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9.8 L / 100 km,169433,White / -,"Slacks Creek, QLD",4 cyl,SUV, 4 Doors, 5 Seats,15990
11604,Subaru,2012.0,Impreza,Hatchback,2012 Subaru Impreza 2.0I-S (awd),USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,6.8 L / 100 km,88910,White / Cloth,"Keysborough, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,19470
11605,Hummer,2005.0,H2,"03 **** ****
",2005 Hummer H2,USED,-,-,Other,-,-,261600,Brown / Cream,"Ferntree Gully, VIC",-,,,,52999
11606,Toyota,2022.0,Landcruiser,SUV,2022 Toyota Landcruiser Prado Kakadu,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,7.9 L / 100 km,11647,Black / Black,"Waitara, NSW",4 cyl,SUV, 4 Doors, 7 Seats,116837
11607,Kia,2020.0,Cerato,Hatchback,2020 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,56189,White / Black,"North Wollongong, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,21888
11608,Jeep,2015.0,Grand,SUV,2015 Jeep Grand Cherokee Overland (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.5 L / 100 km,126351,Grey / -,"Ringwood, VIC",6 cyl,SUV, 4 Doors, 5 Seats,45889
11609,Honda,2020.0,CR-V,SUV,2020 Honda CR-V VTI 7 (2WD) 7 Seats,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,33500,White / Grey,"Gosnells, WA",4 cyl,SUV, 4 Doors, 7 Seats,36999
11610,Ford,2016.0,Ecosport,SUV,2016 Ford Ecosport Trend,USED,Automatic,"4 cyl, 1.5 L",Front,Premium,6.5 L / 100 km,112220,Blue / Blue,"Wangara, WA",4 cyl,SUV, 4 Doors, 5 Seats,16990
11611,Toyota,2019.0,Camry,Sedan,2019 Toyota Camry Ascent,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.8 L / 100 km,53012,Blue / -,"West End, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,30990
11612,Ford,2020.0,Mustang,Hatchback,2020 Ford Mustang GT 5.0 V8,USED,Manual,"8 cyl, 5 L",Rear,Premium,13 L / 100 km,22203,Red / -,"Wodonga, VIC",8 cyl,Hatchback, 2 Doors, 4 Seats,64990
11613,BMW,2012.0,X1,SUV,2012 BMW X1 Sdrive 18I,USED,Automatic,"4 cyl, 2 L",Rear,Premium,8.4 L / 100 km,145738,Grey / Black,"Five Dock, NSW",4 cyl,SUV, 4 Doors, 5 Seats,15990
11614,Mitsubishi,2013.0,Triton,Ute / Tray,2013 Mitsubishi Triton GLX (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,9.9 L / 100 km,341748,Silver / -,"Rocklea, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,13999
11615,Mitsubishi,2020.0,Triton,Ute / Tray,2020 Mitsubishi Triton GLX (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6 L / 100 km,44075,White / -,"Mount Gambier, SA",4 cyl,Ute / Tray, 2 Doors, 2 Seats,40880
11616,Toyota,2012.0,Hilux,Ute / Tray,2012 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,9.3 L / 100 km,174859,White / -,"Wangara, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,34990
11617,Volkswagen,2022.0,Tiguan,Manning Valley Automotive - New Cars,2022 Volkswagen Tiguan Allspace 132TSI Life,NEW,Automatic,"4 cyl, 2 L",AWD,Premium,8.9 L / 100 km,44,Red / -,"Taree, NSW",4 cyl,SUV, 4 Doors, 7 Seats,56690
11618,Isuzu,2016.0,D-MAX,Ute / Tray,2016 Isuzu D-MAX LS-M HI-Ride (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8.1 L / 100 km,101151,White / -,"Webberton, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,38990
11619,Land,2017.0,Rover,SUV,2017 Land Rover Discovery TD6 HSE,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.2 L / 100 km,123647,Black / -,"Rozelle, NSW",6 cyl,SUV, 4 Doors, 5 Seats,64800
11620,Toyota,2015.0,Camry,Sedan,2015 Toyota Camry Altise Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,5.2 L / 100 km,158742,White / Black,"Granville, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,27900
11621,Ford,2010.0,Falcon,Ute / Tray,2010 Ford Falcon XR6T 50TH Anniversary,USED,Manual,"6 cyl, 4 L",Rear,Unleaded,12.7 L / 100 km,171461,Black / Black Leather,"Archerfield, QLD",6 cyl,Ute / Tray, 2 Doors, 2 Seats,31990
11622,Honda,2013.0,Civic,Hatchback,2013 Honda Civic VTI-L,USED,Automatic,"4 cyl, 1.8 L",Front,Premium,6.5 L / 100 km,71855,Red / -,"Ryde, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,17990
11623,Iveco,2023.0,Eurocargo,NEW Available to order,2023 Iveco Eurocargo ML160 E6 (WB6570) LR Day Cab,NEW,Automatic,"6 cyl, 6.7 L",Rear,Diesel,0 L / 100 km,- / -,"3 years / 250,000 km",,6 cyl,Commercial, 2 Doors,,155071
11624,Hyundai,2011.0,I40,Wagon,2011 Hyundai I40 Premium,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.7 L / 100 km,248874,Grey / -,"Morayfield, QLD",4 cyl,Wagon, 4 Doors, 5 Seats,10990
11625,Kia,2023.0,Seltos,Col Crawford Kia - New & Demo,2023 Kia Seltos Sport+ (awd),DEMO,Automatic,"4 cyl, 1.6 L",AWD,Unleaded,7.4 L / 100 km,18,Blue / -,"Brookvale, NSW",4 cyl,SUV, 4 Doors, 5 Seats,42490
11626,Mitsubishi,2017.0,Outlander,SUV,2017 Mitsubishi Outlander Exceed (4X4),USED,Automatic,"4 cyl, 2.3 L",AWD,Diesel,5.8 L / 100 km,123952,White / Black,"Kirrawee, NSW",4 cyl,SUV, 4 Doors, 7 Seats,27996
11627,Honda,2021.0,CR-V,SUV,2021 Honda CR-V VTI LX (awd) 5 Seats,USED,Automatic,"4 cyl, 1.5 L",AWD,Unleaded,7.4 L / 100 km,2743,Grey / Black,"Maitland, NSW",4 cyl,SUV, 4 Doors, 5 Seats,49290
11628,Toyota,2021.0,Corolla,Hatchback,2021 Toyota Corolla SX,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6 L / 100 km,37266,Grey / -,"Darwin, NT",4 cyl,Hatchback, 5 Doors, 5 Seats,34980
11629,Land,2015.0,Rover,SUV,2015 Land Rover Discovery Sport SD4 HSE,USED,Manual,"4 cyl, 2.2 L",AWD,Diesel,6.1 L / 100 km,123425,White / -,"Bentley, WA",4 cyl,SUV, 4 Doors, 5 Seats,31999
11630,Mitsubishi,2014.0,Lancer,Sedan,2014 Mitsubishi Lancer LS,USED,Manual,"4 cyl, 2 L",Front,Unleaded,6.9 L / 100 km,130100,Black / Black,"Strathpine, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,14990
11631,Mercedes-Benz,2012.0,GL500,SUV,2012 Mercedes-Benz GL500 Luxury,USED,Automatic,"8 cyl, 5.5 L",4WD,Premium,13.5 L / 100 km,107169,Silver / -,"Concord, NSW",8 cyl,SUV, 4 Doors, 7 Seats,32900
11632,Mitsubishi,2009.0,Lancer,Sedan,2009 Mitsubishi Lancer ES,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.2 L / 100 km,163012,Red / -,"Minchinbury, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,9990
11633,Volkswagen,2022.0,T-Cross,Bayford Volkswagen Fairfield,2022 Volkswagen T-Cross 85Tfsi Style (restricted Feat),DEMO,Automatic,"3 cyl, 1 L",Front,Premium,5.4 L / 100 km,2605,Black / Black/Grey,"Fairfield, VIC",3 cyl,SUV, 4 Doors, 5 Seats,38488
11634,Ford,2006.0,FPV,USED Dealer ad,2006 Ford FPV,USED,Automatic,-,Other,Unleaded,-,136150,Grey / -,"Baringa, QLD",-,,,,41499
11635,Suzuki,2013.0,Grand,SUV,2013 Suzuki Grand Vitara Urban (4X2),USED,Automatic,"4 cyl, 2.4 L",Rear,Unleaded,9.5 L / 100 km,112100,White / Grey,"Hamilton, NSW",4 cyl,SUV, 4 Doors, 5 Seats,15990
11636,Kia,2020.0,Cerato,Sedan,2020 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,59383,White / -,"Bentley, WA",4 cyl,Sedan, 4 Doors, 5 Seats,23980
11637,BMW,2006.0,320I,Sedan,2006 BMW 320I,USED,Automatic,"4 cyl, 2 L",Rear,Unleaded,11 L / 100 km,140427,Silver / -,"Five Dock, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,7999
11638,Tesla,2020.0,Model,SUV,2020 Tesla Model X Performance,USED,Automatic,0 L,AWD,Electric,0 L / 100 km,36477,Red / -,"Artarmon, NSW",0 L,SUV, 4 Doors, 5 Seats,165900
11639,Kia,2015.0,Sportage,SUV,2015 Kia Sportage SI Premium (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.8 L / 100 km,112704,Black / Black,"Geelong, VIC",4 cyl,SUV, 4 Doors, 5 Seats,24990
11640,MG,2022.0,MG3,Newspot MG Adelaide,2022 MG MG3 Auto Core,DEMO,Automatic,"4 cyl, 1.5 L",Front,Premium,6.7 L / 100 km,7,Silver / Black & Grey Cloth,"Adelaide, SA",4 cyl,Hatchback, 5 Doors, 5 Seats,17400
11641,Audi,2015.0,A3,Convertible,2015 Audi A3 1.4 Tfsi Attraction COD,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,4.9 L / 100 km,167529,Grey / Black,"Haberfield, NSW",4 cyl,Convertible, 2 Doors, 4 Seats,16990
11642,Holden,2016.0,Colorado,Ute / Tray,2016 Holden Colorado LT (4X2),USED,Automatic,"4 cyl, 2.8 L",Rear,Diesel,8.8 L / 100 km,184421,White / Grey,"Richmond, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,22990
11643,Isuzu,2021.0,D-MAX,Ute / Tray,2021 Isuzu D-MAX SX (4X2),USED,Automatic,"4 cyl, 3 L",Rear,Diesel,8 L / 100 km,29701,White / Cloth,"Brendale, QLD",4 cyl,Ute / Tray, 2 Doors, 2 Seats,39990
11644,Mazda,2023.0,BT-50,NEW Available to order,2023 Mazda BT-50 XTR (4X2),NEW,Automatic,"4 cyl, 3 L",Front,Diesel,7.7 L / 100 km,- / -,5 years / Unlimited km,,4 cyl,Ute / Tray, 4 Doors, 5 Seats,51390
11645,Kia,2020.0,Cerato,Sedan,2020 Kia Cerato S Safety Pack,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,50585,Red / Black,"Revesby, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,24990
11646,Ford,2010.0,Territory,SUV,2010 Ford Territory TS (rwd),USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,12.8 L / 100 km,164959,Silver / -,"Hermit Park, QLD",6 cyl,SUV, 4 Doors, 7 Seats,13990
11647,Suzuki,2020.0,Swift,Hatchback,2020 Suzuki Swift GL Navi Plus,USED,Automatic,"4 cyl, 1.2 L",Front,Unleaded,4.8 L / 100 km,10604,Blue / Cloth,"Belconnen, ACT",4 cyl,Hatchback, 5 Doors, 5 Seats,22910
11648,Mazda,2023.0,CX-8,Rockdale Mazda New,2023 Mazda CX-8 G25 GT SP (fwd),DEMO,Automatic,"4 cyl, 2.5 L",Front,-,8.1 L / 100 km,7,White / Black Leather,"Arncliffe, NSW",4 cyl,SUV, 4 Doors, 7 Seats,64688
11649,Hyundai,2018.0,I30,Hatchback,2018 Hyundai I30 N Performance LUX,USED,Manual,"4 cyl, 2 L",Front,Premium,8 L / 100 km,39008,Red / -,"Minchinbury, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,38995
11650,Peugeot,2017.0,3008,SUV,2017 Peugeot 3008 GT Line,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,7 L / 100 km,79614,Black / -,"Alexandria, NSW",4 cyl,SUV, 4 Doors, 5 Seats,27990
11651,Toyota,2019.0,Tarago,Wagon,2019 Toyota Tarago GLI,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,8.9 L / 100 km,7469,White / -,"Victoria Park, WA",4 cyl,Wagon, 4 Doors, 8 Seats,41999
11652,Nissan,2019.0,Leaf,Hatchback,2019 Nissan Leaf,USED,Automatic,0 L,Front,Electric,0 L / 100 km,13700,White / -,"Dandenong South, VIC",0 L,Hatchback, 5 Doors, 5 Seats,38200
11653,Ford,2014.0,Fiesta,Stevron Autos,2014 Ford Fiesta S,USED,Automatic,-,Front,Unleaded,-,87419,White / Black / Leather,"Briar Hill, VIC",-,Hatchback,,,12999
11654,Nissan,2017.0,Qashqai,SUV,2017 Nissan Qashqai TI (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.9 L / 100 km,40273,Red / Black,"Capalaba, QLD",4 cyl,SUV, 4 Doors, 5 Seats,28888
11655,Mazda,2023.0,CX-9,Brighton Mazda New & Demo,2023 Mazda CX-9 Touring (fwd),NEW,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.4 L / 100 km,-,Grey / Black Leather,"Brighton, VIC",4 cyl,SUV, 4 Doors, 7 Seats,61225
11656,Toyota,2018.0,Camry,Sedan,2018 Toyota Camry SX,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.3 L / 100 km,70830,Black / Red,"Wodonga, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,34990
11657,Nissan,2019.0,X-Trail,SUV,2019 Nissan X-Trail ST (2WD) (5YR),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,78564,Blue / Black,"Derwent Park, TAS",4 cyl,SUV, 4 Doors, 5 Seats,27990
11658,Toyota,2023.0,Landcruiser,Ute / Tray,2023 Toyota Landcruiser 70 Series LC79 GXL,USED,Manual,"8 cyl, 4.5 L",AWD,Diesel,10.7 L / 100 km,535,Gold / Grey,"Taree, NSW",8 cyl,Ute / Tray, 4 Doors, 5 Seats,119950
11659,Kia,2020.0,RIO,Hatchback,2020 Kia RIO S,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.2 L / 100 km,44528,White / -,"Moorebank, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,21990
11660,Citroen,2011.0,C3,Hatchback,2011 Citroen C3 Exclusive,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,7 L / 100 km,112912,Black / -,"Fyshwick, ACT",4 cyl,Hatchback, 5 Doors, 5 Seats,9999
11661,Toyota,2019.0,Corolla,Hatchback,2019 Toyota Corolla SX (hybrid),USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2 L / 100 km,39187,Blue / -,"Belmore, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,31990
11662,Toyota,2013.0,Hilux,Ute / Tray,2013 Toyota Hilux SR5 (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,9.3 L / 100 km,200056,Grey / -,"Granville, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,32950
11663,Toyota,2021.0,Corolla,Hatchback,2021 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2 L / 100 km,37892,White / -,"Arncliffe, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,34990
11664,BMW,2019.0,X2,SUV,2019 BMW X2 Sdrive 20I M Sport X,USED,Automatic,"4 cyl, 2 L",Front,Premium,6 L / 100 km,52550,Blue / -,"Kirrawee, NSW",4 cyl,SUV, 4 Doors, 5 Seats,37900
11665,Nissan,2015.0,Pathfinder,SUV,2015 Nissan Pathfinder ST Hybrid (4X2),USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,8.4 L / 100 km,157889,White / Leather,"Bundoora, VIC",4 cyl,SUV, 4 Doors, 7 Seats,23888
11666,Ford,2013.0,Ranger,Ute / Tray,2013 Ford Ranger XLT 3.2 (4X4),USED,Manual,"5 cyl, 3.2 L",4WD,Diesel,9.4 L / 100 km,167122,White / -,"Cardiff, NSW",5 cyl,Ute / Tray, 4 Doors, 5 Seats,23913
11667,Toyota,2018.0,Landcruiser,SUV,2018 Toyota Landcruiser GXL (4X4),USED,Automatic,"8 cyl, 4.5 L",4WD,Diesel,9.5 L / 100 km,103909,White / -,"Indooroopilly, QLD",8 cyl,SUV, 4 Doors, 7 Seats,92880
11668,Toyota,2019.0,Camry,Sedan,2019 Toyota Camry Ascent,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.8 L / 100 km,30356,White / -,"Maryville, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,28971
11669,Nissan,2008.0,Elgrand,USED Dealer ad,2008 Nissan Elgrand Highway Star,USED,Automatic,-,Other,-,-,117000,White / -,"Slacks Creek, QLD",-,,,,18000
11670,Toyota,2023.0,Rav,Coffs Harbour Toyota Pre-Owned,2023 Toyota Rav 4 GXL,USED,Automatic,-,Other,Unleaded,-,63,Silver / 7Efa20,"Coffs Harbour, NSW",-,SUV,,,63990
11671,Kia,2008.0,Carnival,Wagon,2008 Kia Carnival EX,USED,Automatic,"6 cyl, 2.7 L",Front,Unleaded,11 L / 100 km,262175,Silver / -,"Minchinbury, NSW",6 cyl,Wagon, 4 Doors, 8 Seats,7995
11672,Honda,2012.0,Accord,Sedan,2012 Honda Accord Euro Euro,USED,Automatic,"4 cyl, 2.4 L",Front,Premium,8.5 L / 100 km,221053,White / -,"Minchinbury, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,13990
11673,Kia,2015.0,Sorento,SUV,2015 Kia Sorento Platinum (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.8 L / 100 km,82177,White / Black,"Rocklea, QLD",4 cyl,SUV, 4 Doors, 7 Seats,32135
11674,Skoda,2023.0,Kodiaq,Bellbowrie Motor Group New Cars,2023 Skoda Kodiaq Style (4X4) 132TSI,DEMO,Automatic,"4 cyl, 2 L",4WD,Premium,8.2 L / 100 km,1566,Grey / -,"Coffs Harbour, NSW",4 cyl,SUV, 4 Doors, 7 Seats,65910
11675,Kia,2022.0,Stonic,SUV,2022 Kia Stonic Sport,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.7 L / 100 km,15586,White / -,"Essendon Fields, VIC",4 cyl,SUV, 4 Doors, 5 Seats,30790
11676,Mitsubishi,2017.0,Outlander,SUV,2017 Mitsubishi Outlander LS (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.6 L / 100 km,90248,White / -,"Currimundi, QLD",4 cyl,SUV, 4 Doors, 7 Seats,24990
11677,Ford,2016.0,Ranger,Ute / Tray,2016 Ford Ranger XL 2.2 HI-Rider (4X2),USED,Automatic,"4 cyl, 2.2 L",Rear,Diesel,7.5 L / 100 km,166987,White / -,"Granville, NSW",4 cyl,Ute / Tray, 4 Doors, 4 Seats,24950
11678,Volkswagen,2023.0,T-Cross,NEW In stock,2023 Volkswagen T-Cross 85TSI DSG FWD Life,NEW,Automatic,-,Front,Premium,-,9,Black / Black,"Chatswood, NSW",-,Wagon,,,35990
11679,Kia,2020.0,Cerato,AUS Vehicle Sales - Bassendean,2020 Kia Cerato SI,USED,Automatic,-,Front,Unleaded,-,38689,Blue / Black Fabric,"Bassendean, WA",-,Hatchback,,,22990
11680,Hyundai,2016.0,Tucson,SUV,2016 Hyundai Tucson 30 Special Edition,USED,Automatic,"4 cyl, 1.6 L",AWD,Unleaded,7.7 L / 100 km,101536,Blue / Black,"Geelong, VIC",4 cyl,SUV, 4 Doors, 5 Seats,28990
11681,Hyundai,2014.0,Iload,Commercial,2014 Hyundai Iload Crew,USED,Manual,"4 cyl, 2.5 L",Rear,Diesel,8 L / 100 km,217073,Black / -,"Beresfield, NSW",4 cyl,Commercial, 4 Doors, 6 Seats,14800
11682,Hyundai,2020.0,I30,Hatchback,2020 Hyundai I30 Elite,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,47563,Blue / -,"Alexandria, NSW",4 cyl,Hatchback, 4 Doors, 5 Seats,28990
11683,Hyundai,2016.0,Veloster,Consign-A-Car P/L (Kedron),2016 Hyundai Veloster SR Coupe D-CT Turbo,USED,Automatic,-,Front,Unleaded,-,124566,Black / -,"Kedron, QLD",-,Hatchback,,,19990
11684,Mazda,2020.0,CX-8,SUV,2020 Mazda CX-8 Touring (fwd),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.1 L / 100 km,53372,White / -,"Liverpool, NSW",4 cyl,SUV, 4 Doors, 7 Seats,41449
11685,Bentley,2023.0,Mulsanne,NEW Available to order,2023 Bentley Mulsanne Speed,NEW,Automatic,"8 cyl, 6.8 L",Rear,Premium,15 L / 100 km,- / -,3 years / Unlimited km,,8 cyl,Sedan, 4 Doors, 5 Seats,553600
11686,Toyota,2021.0,Kluger,SUV,2021 Toyota Kluger GXL Hybrid AWD,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,5.6 L / 100 km,27083,Silver / Black,"Nunawading, VIC",4 cyl,SUV, 5 Doors, 7 Seats,74990
11687,Toyota,2017.0,Kluger,SUV,2017 Toyota Kluger GX (4X4),USED,Automatic,"6 cyl, 3.5 L",AWD,Unleaded,9.5 L / 100 km,169310,Blue / Black,"Liverpool, NSW",6 cyl,SUV, 4 Doors, 7 Seats,29882
11688,Toyota,2006.0,Tarago,Wagon,2006 Toyota Tarago GLI,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9.5 L / 100 km,226735,Silver / -,"Gilles Plains, SA",4 cyl,Wagon, 4 Doors, 8 Seats,13988
11689,Mitsubishi,2018.0,Triton,Ute / Tray,2018 Mitsubishi Triton GLS (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,79735,Silver / -,"Deer Park, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,39645
11690,Volkswagen,2021.0,T-Cross,SUV,2021 Volkswagen T-Cross 85TSI Life,USED,Automatic,"3 cyl, 1 L",Front,Premium,5.4 L / 100 km,38632,Silver / Black,"Nunawading, VIC",3 cyl,SUV, 4 Doors, 5 Seats,29900
11691,Toyota,2019.0,Hilux,Ute / Tray,2019 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,113065,White / Black,"Nuriootpa, SA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,45990
11692,Volkswagen,2012.0,Amarok,Australian Car Sales Group - Car City Minchinbury,2012 Volkswagen Amarok TDI400 4Mot,USED,Manual,-,Other,Diesel,-,286029,White / Black,"Minchinbury, NSW",-,Ute / Tray,,,16995
11693,MG,2023.0,ZST,Ringwood Nissan and MG New & Demo,2023 MG ZST Excite,NEW,Automatic,"3 cyl, 1.3 L",Front,-,7.3 L / 100 km,10,Black / Black,"Ringwood, VIC",3 cyl,SUV, 5 Doors, 5 Seats,30990
11694,MG,2021.0,ZS,SUV,2021 MG ZS EV Essence,USED,Automatic,0 L,Front,Electric,0 L / 100 km,94589,Blue / Black,"Hoppers Crossing, VIC",0 L,SUV, 4 Doors, 5 Seats,32990
11695,Holden,2010.0,Captiva,SUV,2010 Holden Captiva LX (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,8.7 L / 100 km,155946,Grey / Black,"Hoppers Crossing, VIC",4 cyl,SUV, 4 Doors, 7 Seats,11990
11696,Toyota,2011.0,Tarago,Wagon,2011 Toyota Tarago GLX,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9.5 L / 100 km,223760,Gold / -,"Alphington, VIC",4 cyl,Wagon, 4 Doors, 8 Seats,14488
11697,Mercedes-Benz,2019.0,GLC200,SUV,2019 Mercedes-Benz GLC200,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.2 L / 100 km,32883,Grey / -,"Rozelle, NSW",4 cyl,SUV, 4 Doors, 5 Seats,58800
11698,Hyundai,2021.0,Sonata,Sedan,2021 Hyundai Sonata N Line,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.1 L / 100 km,9868,White / -,"Liverpool, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,54950
11699,Subaru,2020.0,Outback,SUV,2020 Subaru Outback 2.5I Premium AWD,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.3 L / 100 km,31601,Brown / Leather,"Greenacre, NSW",4 cyl,SUV, 4 Doors, 5 Seats,40888
11700,Ram,2020.0,1500,USED Dealer ad,2020 Ram 1500,USED,-,-,Other,Unleaded,-,46425,White / Black,"Castle Hill, NSW",-,Ute / Tray,,,79990
11701,Nissan,2010.0,Navara,Ute / Tray,2010 Nissan Navara ST-R (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.2 L / 100 km,150319,White / -,"Launceston, TAS",4 cyl,Ute / Tray, 4 Doors, 5 Seats,16990
11702,Volkswagen,2012.0,Passat,Wagon,2012 Volkswagen Passat 118 TSI,USED,Automatic,"4 cyl, 1.8 L",Front,Premium,7.5 L / 100 km,130545,Grey / -,"Cardiff, NSW",4 cyl,Wagon, 4 Doors, 5 Seats,12913
11703,Ssangyong,2022.0,Musso,Bay City HSV & Suzuki,2022 Ssangyong Musso XLV ELX,NEW,Automatic,"4 cyl, 2.2 L",4WD,Diesel,9 L / 100 km,22,Blue / Black,"Frankston, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,40585
11704,Holden,2018.0,Colorado,Ute / Tray,2018 Holden Colorado LS (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9 L / 100 km,47977,Silver / Black,"Narre Warren, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,39990
11705,Mercedes-Benz,2020.0,GLC,SUV,2020 Mercedes-Benz GLC 200,USED,Automatic,"4 cyl, 2 L",Rear,Premium,7.8 L / 100 km,38750,White / Black,"North Hobart, TAS",4 cyl,SUV, 4 Doors, 5 Seats,62990
11706,Lexus,2013.0,ES300H,Sedan,2013 Lexus ES300H Luxury,USED,Automatic,"4 cyl, 2.5 L",Front,Premium,5.5 L / 100 km,141500,Grey / Black,"Kedron, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,26990
